,rc_th,rc_r ,rc_p ,rc_y ,sen_r,sen_p,sen_y,cam_x,cam_y,cam_z
18,1755,1502,1509,1410,-1.0,0.0,183.0,-0.33186334313555016,-0.09408159534141176,0.9381652245708236
19,1757,1502,1509,1410,-1.0,0.0,183.0,-0.3328184785840881,-0.0959893899563828,0.9437518971279526
20,1757,1502,1509,1410,-1.0,0.0,183.0,-0.33184008948009,-0.0972762326982241,0.9430197651899335
21,1748,1502,1509,1410,0.0,0.0,183.0,-0.32365205231617694,-0.0960662355784196,0.9215396480860669
22,1748,1502,1509,1410,0.0,0.0,183.0,-0.32234420267416175,-0.09740645938306969,0.9216416588481929
23,1757,1503,1509,1410,0.0,0.0,183.0,-0.32916613140821804,-0.10138064241771694,0.9432416254620285
24,1760,1503,1509,1410,0.0,0.0,183.0,-0.33089016818637085,-0.10408832936387968,0.9521940055966224
25,1755,1503,1509,1410,0.0,0.0,183.0,-0.3250928352943632,-0.1049287719521899,0.9383724956153703
26,1759,1503,1509,1410,0.0,0.0,183.0,-0.327366134816368,-0.10851270200785344,0.949274972499987
27,1757,1503,1509,1410,0.0,0.0,183.0,-0.3251693406812892,-0.11094513580017688,0.9436230277091695
28,1760,1503,1509,1410,0.0,0.0,183.0,-0.3262574403935125,-0.1149050368833619,0.9508315525480956
29,1757,1503,1509,1410,0.0,0.0,183.0,-0.32248490895972964,-0.11777059695688859,0.9438182009963334
30,1757,1503,1509,1410,0.0,0.0,183.0,-0.3197883981054106,-0.13139514291760646,0.9439769475048342
31,1763,1504,1509,1410,0.0,0.0,183.0,-0.3195330832376426,-0.14953162318165997,0.9597852611300023
32,1757,1505,1509,1410,0.0,0.0,183.0,-0.3045312882831908,-0.16867543592698447,0.9433459304183008
33,1734,1505,1508,1470,0.0,0.0,181.0,-0.27984484550967054,-0.19655620894970433,0.8866697886552583
34,1731,1505,1508,1470,0.0,0.0,181.0,-0.29044232425275157,-0.1807256548100896,0.8779472183355052
35,1724,1505,1508,1440,0.0,0.0,182.0,-0.29332018596321335,-0.1675490305475254,0.862125856067128
36,1720,1504,1508,1410,0.0,0.0,183.0,-0.29788655704218003,-0.14972610097484662,0.850950029874293
37,1716,1504,1508,1410,0.0,0.0,183.0,-0.2967589121763471,-0.1426456743941906,0.8416290397131115
38,1723,1503,1509,1350,0.0,0.0,185.0,-0.3070249570077757,-0.12997374852158394,0.8582966947799691
39,1720,1503,1509,1350,0.0,0.0,185.0,-0.30526536855490427,-0.12394765277314801,0.8508030938337633
40,1723,1503,1509,1350,0.0,0.0,185.0,-0.30802779715481327,-0.11997859465251541,0.8575969346294615
41,1722,1503,1509,1350,0.0,0.0,185.0,-0.30780018527593733,-0.11000570443819757,0.8569436375492345
42,1727,1503,1509,1350,0.0,0.0,185.0,-0.31118910940787,-0.10671093981604159,0.8681466092308444
43,1722,1503,1509,1350,0.0,0.0,185.0,-0.30611378799298533,-0.10139358855665513,0.8574389249111151
44,1732,1502,1509,1350,0.0,0.0,185.0,-0.31301234077002754,-0.09936046770750519,0.8803874640127971
45,1731,1502,1509,1350,0.0,0.0,185.0,-0.3109677158214631,-0.09424395670453632,0.8799559101126
46,1745,1502,1509,1350,0.0,0.0,185.0,-0.32064737684890193,-0.09383396495661625,0.9131464335266125
47,1757,1502,1509,1350,0.0,0.0,185.0,-0.32851633942672953,-0.09253833394990212,0.9433947041122106
48,1747,1502,1509,1350,0.0,0.0,185.0,-0.3167460884025131,-0.08585286890181915,0.9190734735749401
49,1757,1502,1509,1350,0.0,0.0,185.0,-0.3221186993484072,-0.08502075385697924,0.9426779539233415
50,1757,1502,1509,1350,0.0,0.0,185.0,-0.31055192932504566,-0.07418079080643268,0.9428687562902844
51,1746,1502,1508,1350,0.0,0.0,185.0,-0.297240359276992,-0.0684745410143659,0.9166734905347114
52,1757,1501,1508,1350,0.0,0.0,185.0,-0.2967457968690346,-0.06466987811902704,0.942616157726043
53,1764,1501,1508,1350,0.0,0.0,185.0,-0.2973640508250545,-0.06278426906863073,0.9601730048879519
54,1760,1501,1508,1350,0.0,0.0,185.0,-0.28426461772265904,-0.05601680097874126,0.9502915071711672
55,1764,1501,1508,1350,0.0,0.0,185.0,-0.2825216082098314,-0.05385853091264668,0.9607276704822252
56,1766,1501,1508,1350,0.0,0.0,185.0,-0.27901184820777025,-0.05140884183536358,0.9667938802619244
57,1767,1501,1508,1350,0.0,0.0,185.0,-0.27406558739559356,-0.04913297379700403,0.9692361054129004
58,1758,1500,1501,1410,3.0,6.0,183.0,-0.055821800412079625,-0.008376824317649547,0.9461891852361036
59,1719,1499,1498,1410,0.0,-1.0,183.0,0.046590572260924695,0.015237127167907406,0.8478540250777655
60,1716,1499,1498,1410,2.0,7.0,183.0,0.04321301897993873,0.013595193357773218,0.841193447716369
61,1715,1499,1498,1410,0.0,5.0,183.0,0.04151824895152259,0.014147366291581262,0.8382191145854759
62,1713,1499,1498,1410,0.0,5.0,183.0,0.0415933483075995,0.01526476354954347,0.8332793276657834
63,1711,1499,1498,1410,2.0,0.0,183.0,0.04223661849421746,0.016362972884415322,0.8280403948107444
64,1699,1499,1498,1440,2.0,7.0,182.0,0.04161431400990522,0.018063960413556682,0.7984206468734771
65,1715,1499,1498,1440,2.0,7.0,182.0,0.043628866440711726,0.019547448566068586,0.8378388294660605
66,1716,1499,1498,1440,2.0,7.0,182.0,0.04319183083952479,0.020221506309675282,0.8410172481528564
67,1716,1499,1498,1440,2.0,7.0,182.0,0.04319116595683417,0.02142512949586094,0.8409790931673264
68,1704,1499,1498,1440,2.0,7.0,182.0,0.041119867410683984,0.021821223274286018,0.8119837095610452
69,1710,1499,1498,1440,2.0,7.0,182.0,0.04127326723855337,0.025236634634194663,0.8271340141942422
70,1710,1499,1498,1440,2.0,7.0,182.0,0.041272933183505126,0.026420637531772997,0.8270993862317576
71,1749,1501,1508,1650,-1.0,0.0,175.0,-0.29587408347400435,-0.062455837805391594,0.9248263736009614
72,1749,1501,1508,1650,-1.0,0.0,175.0,-0.29587408347400435,-0.062455837805391594,0.9248263736009614
73,1749,1501,1508,1650,-1.0,0.0,175.0,-0.29587408347400435,-0.062455837805391594,0.9248263736009614
74,1749,1501,1508,1650,-1.0,0.0,175.0,-0.29587408347400435,-0.062455837805391594,0.9248263736009614
75,1749,1501,1508,1650,-1.0,0.0,175.0,-0.29587408347400435,-0.062455837805391594,0.9248263736009614
76,1750,1501,1508,1650,-1.0,0.0,175.0,-0.2967610074643558,-0.06256056485049731,0.9265851767169397
77,1749,1501,1508,1680,-1.0,0.0,174.0,-0.29587408347400435,-0.062455837805391594,0.9248263736009614
78,1749,1501,1508,1680,-1.0,0.0,174.0,-0.29587408347400435,-0.062455837805391594,0.9248263736009614
79,1750,1501,1508,1680,-1.0,0.0,174.0,-0.2967610074643558,-0.06256056485049731,0.9265851767169397
80,1749,1501,1508,1680,-1.0,0.0,174.0,-0.29587408347400435,-0.062455837805391594,0.9248263736009614
81,1749,1501,1508,1650,-1.0,0.0,175.0,-0.29587408347400435,-0.062455837805391594,0.9248263736009614
82,1749,1501,1508,1650,-1.0,0.0,175.0,-0.29587408347400435,-0.062455837805391594,0.9248263736009614
83,1767,1501,1509,1560,0.0,0.0,178.0,-0.30929143848234536,-0.06256266830357153,0.9680183373230343
84,1767,1501,1509,1560,0.0,0.0,178.0,-0.30929143848234536,-0.06256266830357153,0.9680183373230343
85,1767,1501,1509,1530,0.0,0.0,179.0,-0.30929143848234536,-0.06256266830357153,0.9680183373230343
86,1767,1501,1509,1530,0.0,0.0,179.0,-0.30929143848234536,-0.06256266830357153,0.9680183373230343
87,1766,1501,1509,1530,0.0,0.0,179.0,-0.3082497163672777,-0.06244468849183882,0.9657856774213194
88,1766,1501,1509,1530,0.0,0.0,179.0,-0.3082497163672777,-0.06244468849183882,0.9657856774213194
89,1767,1501,1509,1530,0.0,0.0,179.0,-0.30929143848234536,-0.06256266830357153,0.9680183373230343
90,1767,1501,1509,1530,0.0,0.0,179.0,-0.30929143848234536,-0.06256266830357153,0.9680183373230343
91,1767,1501,1509,1530,0.0,0.0,179.0,-0.30929143848234536,-0.06256266830357153,0.9680183373230343
92,1767,1501,1509,1530,0.0,0.0,179.0,-0.30929143848234536,-0.06256266830357153,0.9680183373230343
93,1767,1501,1509,1530,0.0,0.0,179.0,-0.30929143848234536,-0.06256266830357153,0.9680183373230343
94,1767,1501,1509,1530,0.0,0.0,179.0,-0.30929143848234536,-0.06256266830357153,0.9680183373230343
95,1766,1501,1509,1530,0.0,0.0,179.0,-0.3082497163672777,-0.06244468849183882,0.9657856774213194
96,1767,1501,1509,1530,0.0,0.0,179.0,-0.30929143848234536,-0.06256266830357153,0.9680183373230343
97,1767,1501,1509,1530,0.0,0.0,179.0,-0.30929143848234536,-0.06256266830357153,0.9680183373230343
98,1767,1501,1509,1530,0.0,0.0,179.0,-0.30929143848234536,-0.06256266830357153,0.9680183373230343
99,1767,1501,1509,1530,0.0,0.0,179.0,-0.30929143848234536,-0.06256266830357153,0.9680183373230343
100,1767,1501,1509,1530,0.0,0.0,179.0,-0.30929143848234536,-0.06256266830357153,0.9680183373230343
101,1767,1501,1509,1530,0.0,0.0,179.0,-0.30929143848234536,-0.06256266830357153,0.9680183373230343
102,1767,1501,1509,1530,0.0,0.0,179.0,-0.30929143848234536,-0.06256266830357153,0.9680183373230343
103,1767,1501,1509,1530,0.0,0.0,179.0,-0.30929143848234536,-0.06256266830357153,0.9680183373230343
104,1767,1501,1509,1530,0.0,0.0,179.0,-0.30929143848234536,-0.06256266830357153,0.9680183373230343
