,rc_th,rc_r,rc_p,rc_y,sen_roll,sen_pitch,sen_yaw,relative_yaw,cam_x,cam_y,cam_z,estimated_x,estimated_y,drone_error_x,drone_error_y,mode,AUX2,AUX3,Battery,time step
28,1750,1501,1500,1500,-0.8,0.1,20,170.0,-4.705744093520386,2.4575762165816752,376.768459413265,-4.462598012231698,2.390492589619116,-4.207499635503284,-3.2373839981147787,Controller Detection,1500,1500,4.1,37.4476056098938
29,1750,1501,1500,1500,-0.7,0.1,20,170.0,-1000.0,-1000.0,-1000.0,-4.620711619777209,2.409482189764316,-4.132110436216696,-3.175254893523453,Controller Memory,1500,1500,4.1,37.5316104888916
30,1750,1501,1500,1500,-0.7,0.1,20,170.0,-1000.0,-1000.0,-1000.0,-4.542771017776308,2.3653992972200633,-4.063008841048365,-3.118307475666948,Controller Memory,1500,1500,4.1,37.608609199523926
31,1750,1501,1500,1500,-0.7,0.1,20,170.0,-4.629733855188124,2.321885627485354,375.3469743313719,-4.542771017776308,2.3653992972200633,-4.156206587008494,-3.090555814591501,Controller Detection,1500,1500,4.1,37.6876060962677
32,1750,1501,1500,1500,-0.7,0.1,20,170.0,-4.544011783573688,2.496502575147526,373.9476943168795,-4.542771017776308,2.3653992972200633,-4.041464911527033,-3.247634456934855,Controller Detection,1500,1500,4.1,37.762606382369995
33,1750,1501,1500,1500,-0.7,0.0,20,170.0,-4.492749410427856,2.442998675217887,364.36241633490096,-4.542771017776308,2.3653992972200633,-4.000272183736069,-3.186041783788101,Controller Detection,1500,1500,4.1,37.85760760307312
34,1750,1501,1500,1500,-0.7,0.0,20,170.0,-4.595480807529481,2.3343413403504645,367.4295205986477,-4.542771017776308,2.3653992972200633,-4.120311008269398,-3.0968743178848945,Controller Detection,1500,1500,4.1,37.95260262489319
35,1750,1501,1500,1500,-0.7,0.0,20,170.0,-1000.0,-1000.0,-1000.0,-4.678961183209115,2.2460454990498038,-4.2178555414005015,-3.0244161039209874,Controller Memory,1500,1500,4.1,38.03060483932495
36,1750,1501,1500,1500,-0.7,0.0,20,170.0,-4.57191278675838,2.458505003286268,376.05222281703146,-4.678961183209115,2.2460454990498038,-4.075540244889612,-3.21505911192835,Controller Detection,1500,1500,4.1,38.11160612106323
37,1750,1501,1500,1500,-0.6,0.0,20,170.0,-1000.0,-1000.0,-1000.0,-4.657533468984255,2.367945394416246,-4.1755856676143575,-3.140743182442522,Controller Memory,1500,1500,4.1,38.1916081905365
38,1750,1501,1500,1500,-0.6,0.0,20,170.0,-4.581667398146977,2.4587270526766893,367.4287137181301,-4.657533468984255,2.367945394416246,-4.085108103340724,-3.2169716583810675,Controller Detection,1500,1500,4.1,38.267549991607666
39,1750,1501,1500,1500,-0.6,0.0,20,170.0,-4.544011783573688,2.496502575147526,373.9476943168795,-4.657533468984255,2.367945394416246,-4.041464911527033,-3.247634456934855,Controller Detection,1500,1500,4.1,38.36055064201355
40,1750,1501,1500,1500,-0.6,0.0,20,170.0,-4.545464297462766,2.3416334517805137,368.3960630751699,-4.657533468984255,2.367945394416246,-4.069788099515912,-3.095370369930691,Controller Detection,1500,1500,4.1,38.45155668258667
41,1750,1501,1500,1500,-0.6,0.0,20,170.0,-4.544011783573688,2.496502575147526,373.9476943168795,-4.657533468984255,2.367945394416246,-4.041464911527033,-3.247634456934855,Controller Detection,1500,1500,4.1,38.52654457092285
42,1750,1501,1500,1500,-0.6,0.0,20,170.0,-4.544011783573688,2.496502575147526,373.9476943168795,-4.657533468984255,2.367945394416246,-4.041464911527033,-3.247634456934855,Controller Detection,1500,1500,4.1,38.598546266555786
43,1750,1501,1500,1500,-0.6,0.0,20,170.0,-1000.0,-1000.0,-1000.0,-4.544011783573688,2.496502575147526,-4.041464911527033,-3.247634456934855,Controller Memory,1500,1500,4.1,38.67554497718811
44,1750,1501,1500,1500,-0.6,0.0,20,170.0,-1000.0,-1000.0,-1000.0,-4.544011783573688,2.496502575147526,-4.041464911527033,-3.247634456934855,Controller Memory,1500,1500,4.1,38.74955177307129
45,1750,1500,1500,1500,-0.5,0.0,20,170.0,-4.4723128614029015,2.4058151920109796,368.2045931454205,-4.544011783573688,2.496502575147526,-3.986602955909668,-3.145874431745955,Controller Detection,1500,1500,4.1,38.853546380996704
46,1750,1500,1500,1500,-0.5,0.0,20,170.0,-1000.0,-1000.0,-1000.0,-4.4723128614029015,2.4058151920109796,-3.986602955909668,-3.145874431745955,Controller Memory,1500,1500,4.1,38.93755054473877
47,1750,1500,1500,1500,-0.5,0.0,20,170.0,-4.350900717376858,2.3281241874579255,357.3753973894755,-4.4723128614029015,2.4058151920109796,-3.8805262365247355,-3.0482807305660433,Controller Detection,1500,1500,4.1,39.012545108795166
48,1750,1500,1500,1500,-0.5,0.0,20,170.0,-1000.0,-1000.0,-1000.0,-4.350900717376858,2.3281241874579255,-3.8805262365247355,-3.0482807305660433,Controller Memory,1500,1500,4.1,39.08954071998596
49,1750,1501,1500,1500,-0.5,-0.1,20,170.0,-4.57191278675838,2.458505003286268,376.05222281703146,-4.350900717376858,2.3281241874579255,-4.075540244889612,-3.21505911192835,Controller Detection,1500,1500,4.1,39.1665403842926
50,1750,1501,1500,1500,-0.5,-0.1,20,170.0,-1000.0,-1000.0,-1000.0,-4.57191278675838,2.458505003286268,-4.075540244889612,-3.21505911192835,Controller Memory,1500,1500,4.1,39.24656581878662
51,1750,1501,1500,1500,-0.6,0.3,20,170.0,-4.57191278675838,2.458505003286268,376.05222281703146,-4.57191278675838,2.458505003286268,-4.075540244889612,-3.21505911192835,Controller Detection,1500,1500,4.1,39.35154938697815
52,1750,1501,1500,1500,-0.6,0.4,19,171.0,-1000.0,-1000.0,-1000.0,-4.57191278675838,2.458505003286268,-4.131030038711257,-3.1434414580477963,Controller Memory,1500,1500,4.1,39.42554569244385
53,1750,1501,1500,1500,-0.5,3.1,18,172.0,-1000.0,-1000.0,-1000.0,-4.57191278675838,2.458505003286268,-4.185261480764927,-3.07086628144792,Controller Memory,1500,1500,4.1,39.49454116821289
54,1750,1501,1500,1500,-0.6,3.5,17,173.0,-1000.0,-1000.0,-1000.0,-4.57191278675838,2.458505003286268,-4.238218051628015,-2.997355689230563,Controller Memory,1500,1500,4.1,39.564542055130005
55,1750,1500,1500,1500,-0.5,3.4,17,173.0,-4.237381707269277,2.09684843189051,368.01101790671066,-4.57191278675838,2.458505003286268,-3.9502553649708463,-2.5976257680699564,Controller Detection,1500,1500,4.1,39.65254807472229
56,1750,1500,1500,1500,-0.4,4.2,19,171.0,-4.050520092489014,2.096658334890082,368.3925212769889,-4.57191278675838,2.458505003286268,-3.6726618437070666,-2.7044859353857755,Controller Detection,1500,1500,4.1,39.75054478645325
57,1750,1500,1500,1500,-0.2,2.9,17,173.0,-4.248233483363792,2.32608336560257,375.34984398496954,-4.57191278675838,2.458505003286268,-3.933089542714918,-2.8264745181750337,Controller Detection,1500,1500,4.1,39.82554650306702
58,1750,1501,1500,1500,1.6,-1.9,18,172.0,-4.5333711981799665,2.219948974127877,368.358143515213,-4.57191278675838,2.458505003286268,-4.180295558607842,-2.8292679107681975,Controller Detection,1500,1500,4.1,39.89754247665405
59,1750,1501,1500,1500,0.6,-3.3,18,172.0,-5.461426075407186,1.8365129063588717,377.3185721829681,-4.57191278675838,2.458505003286268,-5.1526826561371815,-2.578723691577548,Controller Detection,1500,1500,4.1,39.97257137298584
60,1750,1501,1500,1500,1.0,-2.5,17,173.0,-1000.0,-1000.0,-1000.0,-6.722829167240907,1.3153503616939943,-6.512417333159625,-2.124852715996019,Controller Memory,1500,1500,4.1,40.07454991340637
61,1750,1501,1500,1500,1.2,-1.9,18,172.0,-1000.0,-1000.0,-1000.0,-7.724696336796929,0.9014179344767934,-7.524066993852825,-1.9677153402702388,Controller Memory,1500,1500,4.1,40.15554618835449
62,1750,1502,1500,1500,-0.8,2.5,18,172.0,-1000.0,-1000.0,-1000.0,-8.615241982887065,0.5334792176136012,-8.457153083121838,-1.7272973768197233,Controller Memory,1500,1500,4.1,40.22754263877869
63,1750,1502,1500,1500,0.5,0.8,19,171.0,-1000.0,-1000.0,-1000.0,-9.62958077273389,0.11439400346498396,-9.493129489312524,-1.6193839402006847,Controller Memory,1500,1500,4.1,40.30954718589783
64,1750,1502,1500,1500,-1.0,3.2,19,171.0,-1000.0,-1000.0,-1000.0,-10.842082373041933,-0.3865643527636802,-10.769070335353788,-1.3142702518345402,Controller Memory,1500,1500,4.1,40.4075722694397
65,1750,1502,1500,1500,-0.7,5.2,18,172.0,-1000.0,-1000.0,-1000.0,-11.955017445977528,-0.8463857044100609,-11.956466161090967,-0.8256681130717533,Controller Memory,1500,1500,4.1,40.49754786491394
66,1750,1503,1500,1500,-0.7,5.8,17,173.0,-1000.0,-1000.0,-1000.0,-12.895089786596808,-1.2347869191985794,-12.949454413843974,-0.34593312069538307,Controller Memory,1500,1500,4.1,40.573548316955566
67,1750,1503,1499,1500,-3.8,7.0,16,174.0,-1000.0,-1000.0,-1000.0,-13.872270284728305,-1.638519776918763,-13.967548490943946,0.17949669924346145,Controller Memory,1500,1500,4.1,40.65254878997803
68,1750,1503,1499,1500,-2.7,10.2,16,174.0,-1000.0,-1000.0,-1000.0,-14.985659514562643,-2.0985287684770464,-15.122922491058306,0.5206048482011134,Controller Memory,1500,1500,4.1,40.74256110191345
69,1750,1504,1499,1500,-1.6,8.2,15,175.0,-1000.0,-1000.0,-1000.0,-16.1854535689182,-2.594236862495384,-16.34996567218057,1.1737097805052583,Controller Memory,1500,1500,4.1,40.839558839797974
70,1750,1504,1499,1500,-0.7,6.9,15,175.0,-1000.0,-1000.0,-1000.0,-17.21219025228655,-3.0184444025507577,-17.409767435721108,1.5068170845537272,Controller Memory,1500,1500,4.1,40.92256569862366
71,1750,1504,1499,1500,-0.6,4.5,16,174.0,-1000.0,-1000.0,-1000.0,-18.54787453870167,-3.570297038780666,-18.81946500415532,1.6119577556241538,Controller Memory,1500,1500,4.1,41.0305495262146
72,1750,1505,1499,1500,-0.6,3.3,16,174.0,-1000.0,-1000.0,-1000.0,-19.7230438521189,-4.060947384264525,-20.039483543728824,1.9770816247670528,Controller Memory,1500,1500,4.1,41.12655758857727
73,1750,1501,1501,1500,-0.6,0.2,15,175.0,-4.711948160426124,3.833670060835622,377.29730774754296,-19.7230438521189,-4.060947384264525,-4.359891413498071,-4.229755130547908,Controller Detection,1500,1500,4.1,41.22054600715637
74,1750,1501,1500,1500,-0.5,0.0,15,175.0,-1000.0,-1000.0,-1000.0,-5.689190589043815,3.4299116158547243,-5.368605006800264,-3.912705398058871,Controller Memory,1500,1500,4.1,41.299551486968994
75,1750,1501,1500,1500,-0.5,0.0,16,174.0,-1000.0,-1000.0,-1000.0,-6.678683457644478,3.0210917670163893,-6.326306851064535,-3.7026544286933025,Controller Memory,1500,1500,4.1,41.379547357559204
76,1750,1501,1500,1500,-0.5,0.0,16,174.0,-1000.0,-1000.0,-1000.0,-7.655843312280578,2.61736743838311,-7.340314405430818,-3.4032827621466057,Controller Memory,1500,1500,4.1,41.45854616165161
77,1750,1502,1500,1500,-0.5,0.0,16,174.0,-1000.0,-1000.0,-1000.0,-8.682497421667339,2.1931940146753552,-8.405682592324917,-3.0887475811975396,Controller Memory,1500,1500,4.1,41.54154634475708
78,1750,1502,1500,1500,-0.6,0.0,16,174.0,-1000.0,-1000.0,-1000.0,-9.931847661259749,1.6770112383218274,-9.70214455296063,-2.705985168729641,Controller Memory,1500,1500,4.1,41.642550468444824
79,1750,1502,1500,1500,-0.5,1.0,15,175.0,-1000.0,-1000.0,-1000.0,-10.97085837717724,1.247732546881125,-10.820363891985526,-2.199157858281742,Controller Memory,1500,1500,4.1,41.72654962539673
80,1750,1502,1500,1500,-0.5,2.0,15,175.0,-1000.0,-1000.0,-1000.0,-11.910862889168786,0.8593593562352932,-11.790640356907838,-1.8941893363081639,Controller Memory,1500,1500,4.1,41.802544593811035
81,1750,1503,1500,1500,-0.6,5.5,14,176.0,-1000.0,-1000.0,-1000.0,-12.912845072484878,0.4453794098196231,-12.850321933778371,-1.3450490262227452,Controller Memory,1500,1500,4.1,41.88454532623291
82,1750,1501,1501,1500,-0.6,5.9,14,176.0,-4.7119480890314716,3.833669914923132,377.2972978061601,-12.912845072484878,0.4453794098196231,-4.433046725544294,-4.153020170846162,Controller Detection,1500,1500,4.1,41.966548681259155
83,1750,1501,1500,1500,-0.5,4.1,14,176.0,-4.59176557603494,3.4626884671208735,377.68527855254354,-12.912845072484878,0.4453794098196231,-4.339035328732247,-3.7745589068929415,Controller Detection,1500,1500,4.1,42.06255793571472
84,1750,1501,1500,1500,-0.4,-0.1,15,175.0,-4.462113426538325,3.3342432163275175,377.29347458194354,-12.912845072484878,0.4453794098196231,-4.154535293781105,-3.71045422416809,Controller Detection,1500,1500,4.1,42.163543939590454
85,1750,1501,1500,1500,-0.4,-0.1,15,175.0,-4.405103061416011,3.4835665475077002,367.17493595802495,-12.912845072484878,0.4453794098196231,-4.0847274844714185,-3.8542405542746354,Controller Detection,1500,1500,4.1,42.245545387268066
86,1750,1501,1501,1500,-0.4,-0.1,15,175.0,-1000.0,-1000.0,-1000.0,-4.346005481649182,3.6383567765570426,-4.012363931454773,-4.00329106631083,Controller Memory,1500,1500,4.1,42.330549001693726
87,1750,1500,1501,1500,-0.4,-0.1,15,175.0,-1000.0,-1000.0,-1000.0,-4.2945549444816296,3.7731176324888653,-3.949363996622437,-4.133054906718813,Controller Memory,1500,1500,4.1,42.40455341339111
88,1750,1500,1501,1500,-0.4,-0.1,15,175.0,-1000.0,-1000.0,-1000.0,-4.234075281193042,3.9315278579194852,-3.8753081158557428,-4.285591183441269,Controller Memory,1500,1500,4.1,42.49154496192932
89,1750,1500,1501,1500,-0.4,-0.1,15,175.0,-1000.0,-1000.0,-1000.0,-4.163851083714349,4.11546127203595,-3.7893202893262887,-4.4627042332958915,Controller Memory,1500,1500,4.1,42.59255266189575
90,1750,1500,1501,1500,-0.4,-0.1,15,175.0,-1000.0,-1000.0,-1000.0,-4.105458635070278,4.26840459959741,-3.717820152266552,-4.609976328088699,Controller Memory,1500,1500,4.1,42.67654204368591
91,1750,1500,1501,1500,-0.4,-0.1,15,175.0,-1000.0,-1000.0,-1000.0,-4.047751426685135,4.419553124443567,-3.6471590752834175,-4.755520172556128,Controller Memory,1500,1500,4.1,42.75954580307007
92,1750,1500,1501,1500,-0.4,-0.1,15,175.0,-1000.0,-1000.0,-1000.0,-3.9907400670196296,4.568879060562379,-3.5773500481797154,-4.899309011008574,Controller Memory,1500,1500,4.1,42.841548681259155
93,1750,1500,1501,1500,-0.4,-0.1,15,175.0,-1000.0,-1000.0,-1000.0,-3.935117421163825,4.714567634042386,-3.5092414674528314,-5.039595362468754,Controller Memory,1500,1500,4.1,42.92155408859253
94,1750,1500,1501,1500,-0.3,-0.3,15,175.0,-1000.0,-1000.0,-1000.0,-3.861428235206022,4.907576654341897,-3.4190108465737694,-5.225447489440386,Controller Memory,1500,1500,4.1,43.0275456905365
95,1750,1500,1501,1500,-0.3,-0.4,16,174.0,-1000.0,-1000.0,-1000.0,-3.803723844693255,5.058717798528605,-3.254106649896908,-5.428603021306204,Controller Memory,1500,1500,4.1,43.11054539680481
96,1750,1500,1501,1500,-0.2,-0.5,16,174.0,-1000.0,-1000.0,-1000.0,-3.7467129822993455,5.208042432178102,-3.18179942448895,-5.571150381152877,Controller Memory,1500,1500,4.1,43.19254755973816
97,1750,1500,1501,1500,-0.3,-0.4,16,174.0,-1000.0,-1000.0,-1000.0,-3.6890021272558338,5.359200508465898,-3.1086043941228954,-5.715447970691277,Controller Memory,1500,1500,4.1,43.275556564331055
98,1750,1500,1501,1500,-0.3,-0.2,15,175.0,-1000.0,-1000.0,-1000.0,-3.6180966676909785,5.544918305543151,-3.1210572441424653,-5.839156119739388,Controller Memory,1500,1500,4.1,43.37754416465759
99,1750,1500,1501,1500,-0.3,0.6,15,175.0,-1000.0,-1000.0,-1000.0,-3.5617838088602882,5.692414706431607,-3.0521035143689033,-5.98118326325445,Controller Memory,1500,1500,4.1,43.458542346954346
100,1750,1500,1501,1500,-0.3,3.9,17,173.0,-1000.0,-1000.0,-1000.0,-3.5019877282586434,5.849034470711304,-2.763066452278591,-6.232221599777707,Controller Memory,1500,1500,4.1,43.54455065727234
101,1750,1500,1501,1500,-0.9,4.5,19,171.0,-1000.0,-1000.0,-1000.0,-3.4380279925858748,6.016559810560842,-2.454502847569136,-6.480312045197745,Controller Memory,1500,1500,4.1,43.636547803878784
102,1750,1500,1501,1500,4.2,5.5,16,174.0,-1000.0,-1000.0,-1000.0,-3.3817116528540145,6.164065328734499,-2.718866006291309,-6.48378305619404,Controller Memory,1500,1500,4.1,43.7175509929657
103,1750,1500,1501,1500,5.1,4.9,14,176.0,-1000.0,-1000.0,-1000.0,-3.318797182075489,6.328852878085075,-2.869234299321541,-6.5449436990546195,Controller Memory,1500,1500,4.1,43.80804467201233
104,1750,1500,1501,1500,2.2,4.4,15,175.0,-1000.0,-1000.0,-1000.0,-3.2506585416693268,6.507323735896762,-2.6711381710160804,-6.7658749640851354,Controller Memory,1500,1500,4.1,43.906052589416504
105,1750,1502,1500,1500,2.1,-0.2,15,175.0,-9.608619759244883,3.0709449715791046,375.72682945124853,-3.2506585416693268,6.507323735896762,-9.304405570204175,-3.896705490715427,Controller Detection,1500,1500,4.1,43.986039876937866
106,1750,1502,1500,1500,-1.4,2.1,13,177.0,-11.514547889152078,2.7204552228756316,369.21454369126394,-3.2506585416693268,6.507323735896762,-11.356389975947893,-3.3193518080248863,Controller Detection,1500,1500,4.1,44.065048694610596
107,1750,1503,1500,1500,-2.1,1.2,15,175.0,-1000.0,-1000.0,-1000.0,-13.758040980052442,2.307889125912713,-13.50454168950904,-3.498199191387034,Controller Memory,1500,1500,4.1,44.15805101394653
108,1750,1503,1500,1500,0.1,4.4,13,177.0,-1000.0,-1000.0,-1000.0,-15.663629779329092,1.9574617782544634,-15.53971768512534,-2.7745501876547545,Controller Memory,1500,1500,4.1,44.237045764923096
109,1750,1504,1501,1500,0.2,5.2,14,176.0,-16.93560628256862,3.2561289869730747,367.59984957558623,-15.663629779329092,1.9574617782544634,-16.667215920657604,-4.429565395404124,Controller Detection,1500,1500,4.1,44.32704782485962
110,1750,1504,1501,1500,3.0,8.8,17,173.0,-19.670794190720546,4.043323643866445,367.4490172300576,-15.663629779329092,1.9574617782544634,-19.03141387607564,-6.41045209484091,Controller Detection,1500,1500,4.1,44.40904378890991
111,1750,1505,1501,1500,2.7,8.0,17,173.0,-21.364849065560787,4.270824819051377,361.09842986591946,-15.663629779329092,1.9574617782544634,-20.685116103923853,-6.842710866053663,Controller Detection,1500,1500,4.1,44.48405051231384
112,1750,1505,1501,1500,3.8,7.4,12,178.0,-23.098525129209495,4.25606546108575,369.7950508395469,-15.663629779329092,1.9574617782544634,-22.93591958927725,-5.059599682581373,Controller Detection,1500,1500,4.1,44.57204794883728
113,1750,1506,1501,1500,2.6,4.6,12,178.0,-24.94942325352708,4.091391016850685,377.4894866816938,-15.663629779329092,1.9574617782544634,-24.791437251690663,-4.9596209665546676,Controller Detection,1500,1500,4.1,44.654043674468994
114,1750,1506,1501,1500,1.0,0.8,16,174.0,-26.44777804656597,3.4982580934542167,367.99046563721373,-15.663629779329092,1.9574617782544634,-25.937226808527797,-6.243639865641019,Controller Detection,1500,1500,4.1,44.7290472984314
115,1750,1506,1501,1500,2.2,2.5,16,174.0,-27.333670594758857,2.4683366465411254,367.6791845694708,-15.663629779329092,1.9574617782544634,-26.92592245078144,-5.311961422859445,Controller Detection,1500,1500,4.1,44.82204866409302
116,1750,1506,1501,1500,2.2,2.2,16,174.0,-27.928018932485685,1.859918321240096,367.50595845263535,-15.663629779329092,1.9574617782544634,-27.5806119186941,-4.769002395192546,Controller Detection,1500,1500,4.1,44.90805506706238
117,1750,1507,1501,1500,2.5,2.7,16,174.0,-28.652847743467262,1.1697138260565705,361.19364730494436,-15.663629779329092,1.9574617782544634,-28.373616056830993,-4.158344154194948,Controller Detection,1500,1500,4.1,44.98304605484009
118,1750,1507,1500,1500,2.8,2.5,16,174.0,-28.662200389550684,0.6171228736349635,352.66411774243755,-15.663629779329092,1.9574617782544634,-28.440678951212828,-3.609757970551838,Controller Detection,1500,1500,4.1,45.07305407524109
119,1750,1507,1500,1500,3.2,2.1,16,174.0,-31.116475936841393,0.27637269681632065,369.9811793627257,-15.663629779329092,1.9574617782544634,-30.91712781260142,-3.5274161102487653,Controller Detection,1500,1500,4.1,45.14884877204895
120,1750,1507,1500,1500,3.1,1.8,15,175.0,-31.28629265063888,0.09154163626769725,362.73599303427085,-15.663629779329092,1.9574617782544634,-31.159260482211952,-2.8179733664915685,Controller Detection,1500,1500,4.1,45.235854625701904
121,1750,1508,1500,1500,2.1,1.5,15,175.0,-32.29942848481396,0.03656989464760429,367.4962572973867,-15.663629779329092,1.9574617782544634,-32.17333213163495,-2.85151141507656,Controller Detection,1500,1500,4.1,45.32583022117615
122,1750,1508,1500,1500,1.6,1.4,15,175.0,-33.251167533787786,0.22624968349240707,369.2224801223886,-15.663629779329092,1.9574617782544634,-33.10491784330857,-3.123418938774179,Controller Detection,1500,1500,4.1,45.41683864593506
