,rc_th,rc_r,rc_p,rc_y,sen_roll,sen_pitch,sen_yaw,relative_yaw,cam_x,cam_y,cam_z,drone_error_x,drone_error_y,mode,AUX2,AUX3,Battery,time step
0,1200,1502,1500,1500,-1.5,-0.8,51,129.0,1.9988368084157981,1.3706188679560438,190.47113078627058,2.3230796798458035,0.6908295513094961,Controller Detection,1500,1000,4.0,17.733020067214966
1,1661,1502,1500,1500,-1.5,-0.8,51,129.0,2.0156333652050797,1.383243415516021,188.0331773459736,2.3434612116841826,0.6959380423773968,Controller Detection,1500,1000,4.0,17.777015209197998
2,1652,1502,1500,1500,-1.5,-0.8,51,129.0,2.036943435992143,1.3681236254022064,190.4431734926023,2.345121789940169,0.7220142700549423,Controller Detection,1500,1000,4.0,17.82601523399353
3,1661,1502,1500,1500,-1.4,-0.9,51,129.0,2.01866747436008,1.2723604281387095,185.44839655548535,2.2591983726095335,0.7680769130308885,Controller Detection,1500,1000,4.0,17.877014636993408
4,1641,1502,1500,1500,-1.4,-0.9,51,129.0,1.937893890796657,1.3154363810413172,187.65176535815957,2.2418422122490758,0.6781954732466539,Controller Detection,1500,1000,4.0,17.923014163970947
5,1650,1502,1500,1500,1.3,-0.9,49,131.0,1.9964932472730672,1.3656178382651942,190.282614571455,2.3404622866539273,0.6108466676226764,Controller Detection,1500,1000,4.0,17.974013805389404
6,1661,1502,1500,1500,2.3,-0.6,48,132.0,1.8629816279854134,1.2590491563606365,188.25103554513302,2.182233891940378,0.5419968313656102,Controller Detection,1500,1000,4.0,18.019017219543457
7,1653,1501,1500,1500,2.9,-0.6,47,133.0,1.5938054530218957,1.1148875923617572,189.79235357079915,1.902349872782656,0.40528400808363707,Controller Detection,1500,1000,4.0,18.081013441085815
8,1659,1501,1500,1500,3.1,-0.4,46,134.0,1.0764601367931501,1.0448270290443886,189.36827584219924,1.4993577109500156,0.048542778465811454,Controller Detection,1500,1000,4.0,18.12901735305786
9,1659,1501,1500,1500,3.3,0.1,46,134.0,-1000.0,-1000.0,-1000.0,-1413.9981707976485,-24.681429879654047,Controller Memory,1500,1000,4.0,18.177021265029907
10,1659,1501,1500,1500,3.3,0.6,45,135.0,-1000.0,-1000.0,-1000.0,-1414.213562373095,-1.1368683772161603e-13,Controller Memory,1500,1000,4.0,18.22501564025879
11,1659,1501,1500,1500,3.4,-0.2,46,134.0,-1000.0,-1000.0,-1000.0,-1413.9981707976485,-24.681429879654047,Controller Memory,1500,1000,3.9,18.275014638900757
12,1659,1501,1500,1500,3.4,-0.3,46,134.0,-1000.0,-1000.0,-1000.0,-1413.9981707976485,-24.681429879654047,Controller Memory,1500,1000,3.9,18.32201600074768
13,1659,1501,1500,1500,3.0,0.0,47,133.0,-1000.0,-1000.0,-1000.0,-1413.352061681669,-49.355341556672215,Controller Memory,1500,1000,3.9,18.368017196655273
