,rc_th,rc_r ,rc_p ,rc_y ,sen_r,sen_p,sen_y,cam_x,cam_y,cam_z
39,1785,1505,1507,1710,-4.0,0.0,173.0,-0.2536498779097826,-0.18166987916776298,0.9714511461188602
40,1797,1505,1507,1710,-3.0,0.0,173.0,-0.25892528200358866,-0.18800919645103703,0.9957821792815201
41,1790,1505,1507,1650,0.0,0.0,175.0,-0.25174893068671433,-0.18966742599603714,0.9803517805061918
42,1785,1505,1507,1650,0.0,0.0,175.0,-0.24702759488868037,-0.19051803137006934,0.9702574905433117
43,1791,1505,1507,1560,0.0,1.0,178.0,-0.24768483199127905,-0.1950294548492075,0.9825771775484922
44,1788,1505,1507,1560,0.0,1.0,178.0,-0.24444185239966898,-0.1952685436568838,0.9766489748849906
45,1787,1505,1507,1500,1.0,0.0,180.0,-0.24263151631338187,-0.19704990599228425,0.9750347317117611
46,1780,1505,1507,1470,2.0,-2.0,181.0,-0.2500202071305536,-0.18920539628281094,0.9600283483728088
47,1779,1505,1507,1320,4.0,1.0,186.0,-0.25414066621719994,-0.1891730088435297,0.9598138868240532
48,1784,1505,1507,1320,4.0,1.0,186.0,-0.2599930444094131,-0.1902250750541812,0.968657277754464
49,1784,1505,1507,1440,0.0,0.0,182.0,-0.2641241025931659,-0.18877997570791738,0.9683562712518352
50,1776,1505,1507,1440,0.0,0.0,182.0,-0.26432002887618145,-0.18400353393629673,0.9526135408151735
51,1782,1505,1508,1560,0.0,0.0,178.0,-0.2718807727429795,-0.18394251604534523,0.9647666828908422
52,1764,1505,1507,1560,0.0,0.0,178.0,-0.26647953800384744,-0.17574402200426087,0.9287935818104749
53,1783,1503,1511,1560,0.0,0.0,178.0,-0.36734109566663725,-0.12039788414340029,0.967818672913857
54,1772,1503,1511,1530,0.0,0.0,179.0,-0.36714690366694347,-0.1089739958203675,0.9445680172706354
55,1773,1503,1511,1530,0.0,0.0,179.0,-0.37222637509020023,-0.10523915601568247,0.9478828860048243
56,1768,1502,1511,1530,0.0,0.0,179.0,-0.3711628533669195,-0.09993418254741301,0.9364627836361761
57,1769,1502,1511,1530,0.0,0.0,179.0,-0.37565314924460413,-0.09547000928235697,0.9391392737621681
58,1783,1502,1511,1530,0.0,0.0,179.0,-0.38972353884171373,-0.09378097146880718,0.9672832849558006
59,1750,1502,1511,1620,0.0,0.0,176.0,-0.371465367663517,-0.07534032180977923,0.9014668970429905
60,1751,1502,1511,1620,0.0,0.0,176.0,-0.3745962345123088,-0.07158023439107014,0.9034756779255517
61,1762,1502,1511,1620,0.0,0.0,176.0,-0.38483396875754683,-0.07025955732693315,0.9249276783809872
62,1758,1501,1511,1620,0.0,0.0,176.0,-0.3835839808251547,-0.06638612999251382,0.9171451102309817
63,1762,1501,1511,1620,0.0,0.0,176.0,-0.38817944607247373,-0.06352243610193524,0.9240531628636247
64,1761,1501,1511,1590,0.0,0.0,177.0,-0.3887661911340451,-0.06083931153889316,0.9238268695247909
65,1761,1501,1511,1590,0.0,0.0,177.0,-0.389401464183875,-0.05815860203261766,0.9237156705743894
66,1758,1501,1511,1590,0.0,0.0,177.0,-0.3872190862988103,-0.05515140742446146,0.9177576686265109
67,1758,1501,1511,1560,0.0,0.0,178.0,-0.38729790640084816,-0.05250938708389895,0.9179232373567496
68,1759,1501,1511,1560,0.0,0.0,178.0,-0.3873753174500085,-0.049866028694787824,0.918085098923008
69,1750,1501,1511,1560,0.0,0.0,178.0,-0.37971408852944627,-0.04666657472474105,0.9014297949090266
70,1739,1501,1511,1560,0.0,1.0,178.0,-0.3696400064418445,-0.0432964178137452,0.8789830415483997
71,1759,1501,1511,1590,0.0,0.0,177.0,-0.3859839099880081,-0.04326961755912259,0.9194979262376677
72,1740,1501,1511,1590,0.0,0.0,177.0,-0.3688653058137414,-0.03956542450886064,0.8808979997635306
73,1749,1501,1511,1590,0.0,0.0,177.0,-0.3755255269902263,-0.03877927480112755,0.8995040937668631
74,1750,1501,1511,1560,0.0,0.0,178.0,-0.37432726054169263,-0.03691247710193344,0.9013334171217988
75,1739,1501,1510,1560,0.0,1.0,178.0,-0.3632924340315105,-0.03443261490169762,0.8790477336967629
76,1740,1500,1510,1560,0.0,1.0,178.0,-0.3617596297369622,-0.03322285105685492,0.8807368894759071
77,1758,1500,1511,1560,0.0,0.0,178.0,-0.37428053336502676,-0.03258954242485231,0.9170013772907257
78,1739,1500,1510,1560,0.0,0.0,178.0,-0.3561814115000943,-0.029345561129973722,0.8788488305361687
79,1750,1500,1510,1560,0.0,0.0,178.0,-0.3624006101377631,-0.029135563450164315,0.9010049052475715
80,1740,1500,1510,1560,0.0,0.0,178.0,-0.3511942913476066,-0.027544333441857145,0.8807317761672459
81,1749,1500,1510,1560,0.0,0.0,178.0,-0.35542571444212206,-0.0271227025296254,0.8987860185171739
82,1750,1500,1510,1590,0.0,0.0,177.0,-0.35314417709423795,-0.025895845628177015,0.9005189349878592
83,1750,1500,1510,1590,0.0,0.0,177.0,-0.3500322479207764,-0.025284667993832822,0.9012902120623274
84,1748,1500,1510,1590,0.0,0.0,177.0,-0.34538297247968697,-0.024535569602930078,0.8966053387059787
85,1750,1500,1510,1590,0.0,0.0,177.0,-0.34348651985426504,-0.024008122033942616,0.9013462360365202
86,1740,1500,1509,1560,0.0,0.0,178.0,-0.3322878479389375,-0.02315132807045908,0.8808299929768353
87,1774,1500,1510,1560,0.0,0.0,178.0,-0.35343616577968445,-0.024255665750555228,0.9480598817514658
88,1875,1510,1509,1875,7.0,-9.0,156.0,-0.31398881326615324,-0.335612026695421,1.2537163062486387
89,1875,1510,1510,1000,-139.0,-2.0,289.0,-0.3359517314037593,-0.35902369798548717,1.3375436086112706
90,1875,1510,1510,1000,-29.0,65.0,273.0,-0.33496050753469947,-0.35899727092665584,1.3374525570762332
91,1875,1510,1509,1000,-12.0,38.0,341.0,-0.31409601493552797,-0.337531697140153,1.2541292898336132
92,1556,1500,1505,1875,-18.0,7.0,2.0,-0.17973562826152012,-0.029833524716579407,0.5138362301058503
93,1576,1501,1505,1875,-18.0,7.0,2.0,-0.1929330820496477,-0.03394873826298039,0.5537680808105495
94,1754,1501,1510,1000,-6.0,15.0,352.0,-0.33610111332147385,-0.03708845559909028,0.9094790332097891
95,1766,1501,1510,1000,-6.0,15.0,352.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
96,1768,1501,1510,1000,-6.0,15.0,352.0,-0.3460275068063807,-0.03785902763690231,0.9376779852360974
97,1766,1501,1510,1000,-6.0,15.0,352.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
98,1768,1501,1510,1000,-6.0,15.0,352.0,-0.3467803159783287,-0.03786336678446579,0.9378641518356675
99,1766,1501,1510,1000,1.0,11.0,349.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
100,1766,1501,1510,1000,-2.0,-2.0,351.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
101,1766,1501,1510,1000,-3.0,-2.0,351.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
102,1766,1501,1510,1000,-3.0,-2.0,351.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
103,1766,1501,1510,1000,-3.0,-2.0,351.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
104,1766,1501,1510,1000,-3.0,-2.0,351.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
105,1766,1501,1510,1000,-3.0,-2.0,351.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
106,1766,1501,1510,1000,-3.0,-2.0,351.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
107,1766,1501,1510,1000,-3.0,-2.0,351.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
108,1766,1501,1510,1000,-3.0,-2.0,351.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
109,1766,1501,1510,1000,-3.0,-2.0,351.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
110,1766,1501,1510,1000,-3.0,-2.0,351.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
111,1766,1501,1510,1000,-3.0,-2.0,351.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
112,1766,1501,1510,1000,-3.0,-2.0,351.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
113,1766,1501,1510,1000,-3.0,-2.0,351.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
114,1766,1501,1510,1000,-3.0,-2.0,351.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
115,1766,1501,1510,1000,-3.0,-2.0,351.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
116,1766,1501,1510,1000,-3.0,-2.0,352.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
117,1766,1501,1510,1000,-3.0,-2.0,352.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
118,1766,1501,1510,1000,-3.0,-2.0,352.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
119,1766,1501,1510,1000,-3.0,-2.0,352.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
120,1766,1501,1510,1000,-3.0,-2.0,352.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
121,1766,1501,1510,1000,-3.0,-2.0,352.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
122,1766,1501,1510,1000,-3.0,-2.0,352.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
123,1766,1501,1510,1000,-3.0,-2.0,352.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
124,1766,1501,1510,1000,-3.0,-2.0,352.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
125,1766,1501,1510,1000,-3.0,-2.0,352.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
126,1766,1501,1510,1000,-3.0,-2.0,352.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
127,1766,1501,1510,1000,-3.0,-2.0,352.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
128,1766,1501,1510,1000,-3.0,-2.0,352.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
129,1766,1501,1510,1000,-3.0,-2.0,352.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
130,1766,1501,1510,1000,-3.0,-2.0,352.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
131,1766,1501,1510,1000,-3.0,-2.0,352.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
132,1766,1501,1510,1000,-3.0,-2.0,352.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
133,1766,1501,1510,1000,-3.0,-2.0,352.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
134,1766,1501,1510,1000,-3.0,-2.0,352.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
135,1766,1501,1510,1000,-3.0,-2.0,352.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
136,1766,1501,1510,1000,-3.0,-2.0,352.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
137,1766,1501,1510,1000,-3.0,-2.0,352.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
138,1766,1501,1510,1000,-3.0,-2.0,352.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
139,1766,1501,1510,1000,-3.0,-2.0,352.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
140,1766,1501,1510,1000,-3.0,-2.0,352.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
141,1766,1501,1510,1000,-3.0,-2.0,352.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
142,1766,1501,1510,1000,-3.0,-2.0,352.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
143,1766,1501,1510,1000,-3.0,-2.0,352.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
144,1766,1501,1510,1000,-3.0,-2.0,352.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
145,1766,1501,1510,1000,-3.0,-2.0,352.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
146,1766,1501,1510,1000,-3.0,-2.0,352.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
147,1766,1501,1510,1000,-3.0,-2.0,352.0,-0.3447333443385295,-0.03767157661752112,0.9332692412401675
