,rc_th,rc_r ,rc_p ,rc_y ,sen_r,sen_p,sen_y,cam_x,cam_y,cam_z
0,1875,1506,1510,1440,-3.0,1.0,182.0,-0.21797861779718627,-0.13957183684861357,0.9987688900988222
1,1875,1506,1510,1440,-3.0,1.0,182.0,-0.21797861779718627,-0.13957183684861357,0.9987688900988222
2,1875,1506,1510,1440,-3.0,1.0,182.0,-0.21797861779718627,-0.13957183684861357,0.9987688900988222
3,1875,1506,1510,1440,-3.0,1.0,182.0,-0.21797861779718627,-0.13957183684861357,0.9987688900988222
4,1875,1506,1510,1440,-3.0,1.0,182.0,-0.21199314723755996,-0.13606481422786973,0.9712697446475898
5,1875,1506,1510,1440,-3.0,1.0,182.0,-0.21269561644774485,-0.13724251965029916,0.9744838066777961
6,1875,1506,1510,1440,-3.0,0.0,182.0,-0.2127160758745429,-0.1386550458587578,0.9745634572103
7,1875,1507,1510,1470,-2.0,0.0,181.0,-0.2136276979970344,-0.14049238457473487,0.9822401213202383
8,1875,1507,1510,1470,-1.0,0.0,181.0,-0.2185628341469113,-0.15024592275766782,1.0099739955909683
9,1875,1507,1510,1470,-1.0,-1.0,181.0,-0.215008701792787,-0.1509786060638023,0.9933386237019824
10,1875,1507,1510,1500,-1.0,-1.0,180.0,-0.2115771767584912,-0.1556433178345839,0.9756348515637996
11,1875,1508,1510,1500,0.0,0.0,180.0,-0.2106290968874155,-0.16280868733449252,0.9680703892270366
12,1875,1508,1510,1470,0.0,0.0,181.0,-0.21318523931373495,-0.16841200232373105,0.9763813030529559
13,1875,1508,1510,1470,0.0,0.0,181.0,-0.21558746399756085,-0.17363789832942855,0.984410776128081
14,1875,1508,1510,1440,0.0,0.0,182.0,-0.21442003539668103,-0.17539515924953347,0.9724331934818856
15,1875,1509,1510,1440,0.0,1.0,182.0,-0.21730214314134827,-0.183828811653646,0.9758598568059803
16,1875,1509,1510,1440,0.0,1.0,182.0,-0.21781404957089393,-0.18707942037226255,0.9748935539107322
17,1875,1509,1510,1410,0.0,0.0,183.0,-0.21938817218772821,-0.19034547110788452,0.977065254167645
18,1875,1509,1510,1410,0.0,0.0,183.0,-0.21690694944499808,-0.19146618413731664,0.9613551433146224
19,1875,1509,1511,1410,0.0,1.0,183.0,-0.22095264158600622,-0.19750505093283857,0.9776416645302319
20,1875,1510,1511,1410,0.0,1.0,183.0,-0.2221084002166952,-0.2008128298212653,0.9781735779389323
21,1875,1510,1511,1410,0.0,1.0,183.0,-0.22209642008904537,-0.20361369699840476,0.978084043041462
22,1875,1510,1511,1410,0.0,0.0,183.0,-0.2245302495534545,-0.20903973609626997,0.9870611327076568
23,1875,1510,1511,1410,0.0,0.0,183.0,-0.2226439451324331,-0.21041832034250807,0.9786995271617359
24,1875,1510,1511,1410,0.0,0.0,183.0,-0.22412888485839522,-0.2196762694297273,0.9837022547220347
25,1875,1511,1511,1410,0.0,0.0,183.0,-0.22411380268347958,-0.22248996028255005,0.983599794677166
26,1875,1511,1511,1440,0.0,0.0,182.0,-0.22028585644186346,-0.22109530721486617,0.9666645567792435
27,1875,1511,1511,1440,0.0,0.0,182.0,-0.22028099181047897,-0.22387054873049217,0.9666089738343046
28,1875,1511,1510,1440,0.0,0.0,182.0,-0.21813019478542206,-0.22299389923300914,0.9524890509334835
29,1875,1511,1511,1440,0.0,0.0,182.0,-0.22129293638146255,-0.22870459494683545,0.9648482422746826
30,1875,1511,1511,1440,0.0,0.0,182.0,-0.22567980981208224,-0.23562211126287907,0.9807429524292293
31,1875,1511,1511,1440,0.0,0.0,182.0,-0.22692056249394288,-0.23942634135560056,0.983211456939067
32,1875,1512,1511,1440,0.0,0.0,182.0,-0.22758223406331132,-0.241815844475093,0.9798692194514239
33,1875,1512,1511,1440,0.0,0.0,182.0,-0.22977743312365428,-0.24651562413109235,0.9831722420865963
34,1875,1512,1511,1410,0.0,0.0,183.0,-0.22613426444385695,-0.24525492466955093,0.9628965200771139
35,1875,1512,1511,1410,0.0,0.0,183.0,-0.2326298669314415,-0.2536009632990909,0.983118650945567
36,1875,1512,1511,1410,0.0,0.0,183.0,-0.235156461670667,-0.25792904818508994,0.9864568657763999
37,1875,1513,1511,1410,0.0,1.0,183.0,-0.23558412912015123,-0.26074955554462786,0.982271689122691
38,1875,1512,1511,1440,0.0,1.0,182.0,-0.2310679630789633,-0.2564982995443041,0.9543335235882288
39,1875,1513,1511,1440,0.0,1.0,182.0,-0.23553116148628164,-0.2626837445247814,0.9656181717438946
40,1875,1513,1511,1410,1.0,0.0,183.0,-0.23691861323854568,-0.26545476337342433,0.9655513154429648
41,1875,1513,1511,1410,0.0,0.0,183.0,-0.2315481768797501,-0.26066098063753085,0.9394820167874525
42,1875,1513,1511,1410,0.0,1.0,183.0,-0.23180645146186155,-0.26248923739266,0.9363148472626832
43,1875,1513,1511,1410,0.0,1.0,183.0,-0.2333101661988987,-0.26576089707518835,0.9383231466484633
44,1875,1513,1511,1410,0.0,0.0,183.0,-0.23337307599431917,-0.2667583739520742,0.9362059095897965
45,1858,1513,1511,1410,0.0,0.0,183.0,-0.22862404408009143,-0.26141165926788784,0.9114076888311754
46,1860,1513,1511,1410,0.0,0.0,183.0,-0.22973499219999696,-0.26464957292159774,0.914588790591866
47,1875,1513,1511,1410,0.0,1.0,183.0,-0.23541861904303793,-0.27213298737480945,0.9358491769637199
48,1862,1513,1511,1410,0.0,0.0,183.0,-0.2308836334704891,-0.2675326214418974,0.916878045302639
49,1845,1513,1511,1410,0.0,0.0,183.0,-0.22576012781279695,-0.2621288773500633,0.893995935240145
50,1841,1513,1511,1440,0.0,0.0,182.0,-0.2245664440026305,-0.2616564366641042,0.8887787690371085
51,1832,1512,1511,1440,0.0,0.0,182.0,-0.22174149913873042,-0.2586722248514471,0.8768297456526747
52,1845,1513,1511,1440,0.0,0.0,182.0,-0.2266338544557077,-0.2652440156348664,0.8943899214357909
53,1831,1513,1511,1440,0.0,0.0,182.0,-0.2224804301996666,-0.26060277190815156,0.875558638615827
54,1832,1513,1511,1440,0.0,0.0,182.0,-0.22251457634488583,-0.2613091521689791,0.8760883333673887
55,1813,1512,1510,1440,0.0,0.0,182.0,-0.21679189784012187,-0.2547348979087374,0.8506715118883201
56,1801,1512,1510,1440,0.0,0.0,182.0,-0.21305016860922008,-0.25148367653317694,0.8347913354093437
57,1802,1512,1510,1410,0.0,0.0,183.0,-0.21370478311722446,-0.25284392231554925,0.83624761669751
58,1783,1512,1510,1410,0.0,0.0,183.0,-0.20755131371406824,-0.24582969320400852,0.8114991129618607
59,1776,1512,1510,1410,0.0,0.0,183.0,-0.20551453640965087,-0.24420033089013116,0.8019187032018945
60,1762,1511,1510,1440,0.0,0.0,182.0,-0.20075477674255748,-0.23906997005912922,0.7832668889192481
61,1752,1511,1509,1440,0.0,0.0,182.0,-0.19796458317119137,-0.2362317519057149,0.7702756405727392
